trial,choice,rate,noise,cumulativerate
106,0,0,0,0
107,0,0,0,0
108,0,0,0,0
109,0,0,0,0
110,0,0,0,0
111,0,0,0,0
112,0,0,0,0
113,0,0,0,0
114,0,0,0,0
115,0,0,0,0
116,0,0,0,0
117,0,0,0,0
118,0,0,0,0
119,0,0,0,0
120,0,0,0,0
1,0,0.1,0,0
2,0,0.1,0,0
3,0,0.1,0,0
4,0,0.1,0,0
5,0,0.1,0,0
6,0,0.1,0,0
7,0,0.1,0,0
8,0,0.1,0,0
9,0,0.1,0,0
10,0,0.1,0,0
11,0,0.1,0,0
12,0,0.1,0,0
13,0,0.1,0,0
14,0,0.1,0,0
15,0,0.1,0,0
16,0,0.1,0,0
17,0,0.1,0,0
18,0,0.1,0,0
19,0,0.1,0,0
20,0,0.1,0,0
21,0,0.1,0,0
22,0,0.1,0,0
23,0,0.1,0,0
24,0,0.1,0,0
25,0,0.1,0,0
26,1,0.1,0,0.038461538461538464
27,0,0.1,0,0.037037037037037035
28,0,0.1,0,0.03571428571428571
29,0,0.1,0,0.034482758620689655
30,0,0.1,0,0.03333333333333333
31,0,0.1,0,0.03225806451612903
32,0,0.1,0,0.03125
33,0,0.1,0,0.030303030303030304
34,0,0.1,0,0.029411764705882353
35,1,0.1,0,0.05714285714285714
36,1,0.1,0,0.08333333333333333
37,0,0.1,0,0.08108108108108109
38,0,0.1,0,0.07894736842105263
39,1,0.1,0,0.10256410256410256
40,1,0.1,0,0.125
41,1,0.1,0,0.14634146341463414
42,0,0.1,0,0.14285714285714285
43,0,0.1,0,0.13953488372093023
44,0,0.1,0,0.13636363636363635
45,0,0.1,0,0.13333333333333333
46,0,0.1,0,0.13043478260869565
47,0,0.1,0,0.1276595744680851
48,0,0.1,0,0.125
49,0,0.1,0,0.12244897959183673
50,0,0.1,0,0.12
51,0,0.1,0,0.11764705882352941
52,0,0.1,0,0.11538461538461539
53,0,0.1,0,0.11320754716981132
54,0,0.1,0,0.1111111111111111
55,0,0.1,0,0.10909090909090909
56,0,0.1,0,0.10714285714285714
57,0,0.1,0,0.10526315789473684
58,0,0.1,0,0.10344827586206896
59,1,0.1,0,0.11864406779661017
60,0,0.1,0,0.11666666666666667
61,1,0.1,0,0.13114754098360656
62,0,0.1,0,0.12903225806451613
63,1,0.1,0,0.14285714285714285
64,1,0.1,0,0.15625
65,0,0.1,0,0.15384615384615385
66,0,0.1,0,0.15151515151515152
67,0,0.1,0,0.14925373134328357
68,0,0.1,0,0.14705882352941177
69,0,0.1,0,0.14492753623188406
70,0,0.1,0,0.14285714285714285
71,1,0.1,0,0.15492957746478872
72,0,0.1,0,0.1527777777777778
73,0,0.1,0,0.1506849315068493
74,0,0.1,0,0.14864864864864866
75,0,0.1,0,0.14666666666666667
76,0,0.1,0,0.14473684210526316
77,0,0.1,0,0.14285714285714285
78,0,0.1,0,0.14102564102564102
79,0,0.1,0,0.13924050632911392
80,1,0.1,0,0.15
81,0,0.1,0,0.14814814814814814
82,0,0.1,0,0.14634146341463414
83,1,0.1,0,0.1566265060240964
84,0,0.1,0,0.15476190476190477
85,0,0.1,0,0.15294117647058825
86,0,0.1,0,0.1511627906976744
87,0,0.1,0,0.14942528735632185
88,1,0.1,0,0.1590909090909091
89,0,0.1,0,0.15730337078651685
90,0,0.1,0,0.15555555555555556
91,0,0.1,0,0.15384615384615385
92,0,0.1,0,0.15217391304347827
93,0,0.1,0,0.15053763440860216
94,0,0.1,0,0.14893617021276595
95,1,0.1,0,0.15789473684210525
96,0,0.1,0,0.15625
97,0,0.1,0,0.15463917525773196
98,0,0.1,0,0.15306122448979592
99,0,0.1,0,0.15151515151515152
100,0,0.1,0,0.15
101,0,0.1,0,0.1485148514851485
102,0,0.1,0,0.14705882352941177
103,0,0.1,0,0.14563106796116504
104,0,0.1,0,0.14423076923076922
105,0,0.1,0,0.14285714285714285
106,0,0.1,0,0.14150943396226415
107,0,0.1,0,0.14018691588785046
108,0,0.1,0,0.1388888888888889
109,0,0.1,0,0.13761467889908258
110,0,0.1,0,0.13636363636363635
111,0,0.1,0,0.13513513513513514
112,0,0.1,0,0.13392857142857142
113,0,0.1,0,0.13274336283185842
114,0,0.1,0,0.13157894736842105
115,0,0.1,0,0.13043478260869565
116,0,0.1,0,0.12931034482758622
117,0,0.1,0,0.1282051282051282
118,0,0.1,0,0.1271186440677966
119,0,0.1,0,0.12605042016806722
120,0,0.1,0,0.125
1,1,0.2,0,1
2,0,0.2,0,0.5
3,0,0.2,0,0.3333333333333333
4,0,0.2,0,0.25
5,0,0.2,0,0.2
6,0,0.2,0,0.16666666666666666
7,0,0.2,0,0.14285714285714285
8,0,0.2,0,0.125
9,1,0.2,0,0.2222222222222222
10,0,0.2,0,0.2
11,0,0.2,0,0.18181818181818182
12,0,0.2,0,0.16666666666666666
13,1,0.2,0,0.23076923076923078
14,1,0.2,0,0.2857142857142857
15,0,0.2,0,0.26666666666666666
16,0,0.2,0,0.25
17,0,0.2,0,0.23529411764705882
18,1,0.2,0,0.2777777777777778
19,0,0.2,0,0.2631578947368421
20,0,0.2,0,0.25
21,0,0.2,0,0.23809523809523808
22,0,0.2,0,0.22727272727272727
23,0,0.2,0,0.21739130434782608
24,0,0.2,0,0.20833333333333334
25,0,0.2,0,0.2
26,1,0.2,0,0.23076923076923078
27,1,0.2,0,0.25925925925925924
28,0,0.2,0,0.25
29,1,0.2,0,0.27586206896551724
30,0,0.2,0,0.26666666666666666
31,0,0.2,0,0.25806451612903225
32,0,0.2,0,0.25
33,0,0.2,0,0.24242424242424243
34,0,0.2,0,0.23529411764705882
35,0,0.2,0,0.22857142857142856
36,0,0.2,0,0.2222222222222222
37,0,0.2,0,0.21621621621621623
38,1,0.2,0,0.23684210526315788
39,0,0.2,0,0.23076923076923078
40,1,0.2,0,0.25
41,0,0.2,0,0.24390243902439024
42,0,0.2,0,0.23809523809523808
43,0,0.2,0,0.23255813953488372
44,0,0.2,0,0.22727272727272727
45,0,0.2,0,0.2222222222222222
46,0,0.2,0,0.21739130434782608
47,0,0.2,0,0.2127659574468085
48,0,0.2,0,0.20833333333333334
49,0,0.2,0,0.20408163265306123
50,0,0.2,0,0.2
51,0,0.2,0,0.19607843137254902
52,0,0.2,0,0.19230769230769232
53,0,0.2,0,0.18867924528301888
54,0,0.2,0,0.18518518518518517
55,1,0.2,0,0.2
56,1,0.2,0,0.21428571428571427
57,0,0.2,0,0.21052631578947367
58,0,0.2,0,0.20689655172413793
59,0,0.2,0,0.2033898305084746
60,1,0.2,0,0.21666666666666667
61,0,0.2,0,0.21311475409836064
62,1,0.2,0,0.22580645161290322
63,0,0.2,0,0.2222222222222222
64,1,0.2,0,0.234375
65,0,0.2,0,0.23076923076923078
66,0,0.2,0,0.22727272727272727
67,0,0.2,0,0.22388059701492538
68,0,0.2,0,0.22058823529411764
69,0,0.2,0,0.21739130434782608
70,0,0.2,0,0.21428571428571427
71,0,0.2,0,0.2112676056338028
72,0,0.2,0,0.20833333333333334
73,0,0.2,0,0.2054794520547945
74,0,0.2,0,0.20270270270270271
75,0,0.2,0,0.2
76,0,0.2,0,0.19736842105263158
77,0,0.2,0,0.19480519480519481
78,0,0.2,0,0.19230769230769232
79,1,0.2,0,0.20253164556962025
80,0,0.2,0,0.2
81,0,0.2,0,0.19753086419753085
82,0,0.2,0,0.1951219512195122
83,0,0.2,0,0.1927710843373494
84,0,0.2,0,0.19047619047619047
85,0,0.2,0,0.18823529411764706
86,1,0.2,0,0.19767441860465115
87,0,0.2,0,0.19540229885057472
88,0,0.2,0,0.19318181818181818
89,0,0.2,0,0.19101123595505617
90,0,0.2,0,0.18888888888888888
91,1,0.2,0,0.1978021978021978
92,1,0.2,0,0.20652173913043478
93,0,0.2,0,0.20430107526881722
94,1,0.2,0,0.2127659574468085
95,0,0.2,0,0.21052631578947367
96,1,0.2,0,0.21875
97,1,0.2,0,0.2268041237113402
98,1,0.2,0,0.23469387755102042
99,0,0.2,0,0.23232323232323232
100,0,0.2,0,0.23
101,0,0.2,0,0.22772277227722773
102,0,0.2,0,0.22549019607843138
103,1,0.2,0,0.23300970873786409
104,0,0.2,0,0.23076923076923078
105,0,0.2,0,0.22857142857142856
106,0,0.2,0,0.22641509433962265
107,0,0.2,0,0.22429906542056074
108,1,0.2,0,0.23148148148148148
109,1,0.2,0,0.23853211009174313
110,1,0.2,0,0.24545454545454545
111,0,0.2,0,0.24324324324324326
112,1,0.2,0,0.25
113,1,0.2,0,0.25663716814159293
114,0,0.2,0,0.2543859649122807
115,0,0.2,0,0.25217391304347825
116,0,0.2,0,0.25
117,0,0.2,0,0.24786324786324787
118,0,0.2,0,0.2457627118644068
119,1,0.2,0,0.25210084033613445
120,0,0.2,0,0.25
1,0,0.30000000000000004,0,0
2,1,0.30000000000000004,0,0.5
3,0,0.30000000000000004,0,0.3333333333333333
4,1,0.30000000000000004,0,0.5
5,1,0.30000000000000004,0,0.6
6,1,0.30000000000000004,0,0.6666666666666666
7,0,0.30000000000000004,0,0.5714285714285714
8,0,0.30000000000000004,0,0.5
9,0,0.30000000000000004,0,0.4444444444444444
10,1,0.30000000000000004,0,0.5
11,0,0.30000000000000004,0,0.45454545454545453
12,0,0.30000000000000004,0,0.4166666666666667
13,1,0.30000000000000004,0,0.46153846153846156
14,1,0.30000000000000004,0,0.5
15,0,0.30000000000000004,0,0.4666666666666667
16,0,0.30000000000000004,0,0.4375
17,0,0.30000000000000004,0,0.4117647058823529
18,1,0.30000000000000004,0,0.4444444444444444
19,0,0.30000000000000004,0,0.42105263157894735
20,0,0.30000000000000004,0,0.4
21,0,0.30000000000000004,0,0.38095238095238093
22,0,0.30000000000000004,0,0.36363636363636365
23,0,0.30000000000000004,0,0.34782608695652173
24,0,0.30000000000000004,0,0.3333333333333333
25,0,0.30000000000000004,0,0.32
26,1,0.30000000000000004,0,0.34615384615384615
27,0,0.30000000000000004,0,0.3333333333333333
28,0,0.30000000000000004,0,0.32142857142857145
29,0,0.30000000000000004,0,0.3103448275862069
30,1,0.30000000000000004,0,0.3333333333333333
31,0,0.30000000000000004,0,0.3225806451612903
32,0,0.30000000000000004,0,0.3125
33,1,0.30000000000000004,0,0.3333333333333333
34,1,0.30000000000000004,0,0.35294117647058826
35,0,0.30000000000000004,0,0.34285714285714286
36,0,0.30000000000000004,0,0.3333333333333333
37,0,0.30000000000000004,0,0.32432432432432434
38,0,0.30000000000000004,0,0.3157894736842105
39,1,0.30000000000000004,0,0.3333333333333333
40,1,0.30000000000000004,0,0.35
41,1,0.30000000000000004,0,0.36585365853658536
42,1,0.30000000000000004,0,0.38095238095238093
43,0,0.30000000000000004,0,0.37209302325581395
44,0,0.30000000000000004,0,0.36363636363636365
45,0,0.30000000000000004,0,0.35555555555555557
46,0,0.30000000000000004,0,0.34782608695652173
47,0,0.30000000000000004,0,0.3404255319148936
48,0,0.30000000000000004,0,0.3333333333333333
49,0,0.30000000000000004,0,0.32653061224489793
50,0,0.30000000000000004,0,0.32
51,1,0.30000000000000004,0,0.3333333333333333
52,0,0.30000000000000004,0,0.3269230769230769
53,0,0.30000000000000004,0,0.32075471698113206
54,0,0.30000000000000004,0,0.3148148148148148
55,0,0.30000000000000004,0,0.3090909090909091
56,0,0.30000000000000004,0,0.30357142857142855
57,0,0.30000000000000004,0,0.2982456140350877
58,0,0.30000000000000004,0,0.29310344827586204
59,1,0.30000000000000004,0,0.3050847457627119
60,0,0.30000000000000004,0,0.3
61,0,0.30000000000000004,0,0.29508196721311475
62,0,0.30000000000000004,0,0.2903225806451613
63,0,0.30000000000000004,0,0.2857142857142857
64,0,0.30000000000000004,0,0.28125
65,0,0.30000000000000004,0,0.27692307692307694
66,0,0.30000000000000004,0,0.2727272727272727
67,0,0.30000000000000004,0,0.26865671641791045
68,0,0.30000000000000004,0,0.2647058823529412
69,1,0.30000000000000004,0,0.2753623188405797
70,0,0.30000000000000004,0,0.2714285714285714
71,0,0.30000000000000004,0,0.2676056338028169
72,0,0.30000000000000004,0,0.2638888888888889
73,0,0.30000000000000004,0,0.2602739726027397
74,0,0.30000000000000004,0,0.25675675675675674
75,0,0.30000000000000004,0,0.25333333333333335
76,0,0.30000000000000004,0,0.25
77,0,0.30000000000000004,0,0.24675324675324675
78,0,0.30000000000000004,0,0.24358974358974358
79,0,0.30000000000000004,0,0.24050632911392406
80,0,0.30000000000000004,0,0.2375
81,0,0.30000000000000004,0,0.2345679012345679
82,0,0.30000000000000004,0,0.23170731707317074
83,1,0.30000000000000004,0,0.24096385542168675
84,1,0.30000000000000004,0,0.25
85,0,0.30000000000000004,0,0.24705882352941178
86,0,0.30000000000000004,0,0.2441860465116279
87,1,0.30000000000000004,0,0.25287356321839083
88,0,0.30000000000000004,0,0.25
89,0,0.30000000000000004,0,0.24719101123595505
90,1,0.30000000000000004,0,0.25555555555555554
91,0,0.30000000000000004,0,0.25274725274725274
92,1,0.30000000000000004,0,0.2608695652173913
93,0,0.30000000000000004,0,0.25806451612903225
94,0,0.30000000000000004,0,0.2553191489361702
95,0,0.30000000000000004,0,0.25263157894736843
96,0,0.30000000000000004,0,0.25
97,0,0.30000000000000004,0,0.24742268041237114
98,0,0.30000000000000004,0,0.24489795918367346
99,0,0.30000000000000004,0,0.24242424242424243
100,0,0.30000000000000004,0,0.24
101,0,0.30000000000000004,0,0.2376237623762376
102,0,0.30000000000000004,0,0.23529411764705882
103,0,0.30000000000000004,0,0.23300970873786409
104,0,0.30000000000000004,0,0.23076923076923078
105,0,0.30000000000000004,0,0.22857142857142856
106,1,0.30000000000000004,0,0.2358490566037736
107,1,0.30000000000000004,0,0.24299065420560748
108,0,0.30000000000000004,0,0.24074074074074073
109,0,0.30000000000000004,0,0.23853211009174313
110,1,0.30000000000000004,0,0.24545454545454545
111,0,0.30000000000000004,0,0.24324324324324326
112,1,0.30000000000000004,0,0.25
113,1,0.30000000000000004,0,0.25663716814159293
114,0,0.30000000000000004,0,0.2543859649122807
115,0,0.30000000000000004,0,0.25217391304347825
116,1,0.30000000000000004,0,0.25862068965517243
117,0,0.30000000000000004,0,0.2564102564102564
118,0,0.30000000000000004,0,0.2542372881355932
119,1,0.30000000000000004,0,0.2605042016806723
120,0,0.30000000000000004,0,0.25833333333333336
1,0,0.4,0,0
2,1,0.4,0,0.5
3,0,0.4,0,0.3333333333333333
4,0,0.4,0,0.25
5,0,0.4,0,0.2
6,1,0.4,0,0.3333333333333333
7,0,0.4,0,0.2857142857142857
8,0,0.4,0,0.25
9,0,0.4,0,0.2222222222222222
10,0,0.4,0,0.2
11,0,0.4,0,0.18181818181818182
12,1,0.4,0,0.25
13,0,0.4,0,0.23076923076923078
14,0,0.4,0,0.21428571428571427
15,1,0.4,0,0.26666666666666666
16,0,0.4,0,0.25
17,1,0.4,0,0.29411764705882354
18,0,0.4,0,0.2777777777777778
19,1,0.4,0,0.3157894736842105
20,1,0.4,0,0.35
21,0,0.4,0,0.3333333333333333
22,0,0.4,0,0.3181818181818182
23,0,0.4,0,0.30434782608695654
24,0,0.4,0,0.2916666666666667
25,1,0.4,0,0.32
26,0,0.4,0,0.3076923076923077
27,1,0.4,0,0.3333333333333333
28,0,0.4,0,0.32142857142857145
29,0,0.4,0,0.3103448275862069
30,0,0.4,0,0.3
31,1,0.4,0,0.3225806451612903
32,0,0.4,0,0.3125
33,0,0.4,0,0.30303030303030304
34,1,0.4,0,0.3235294117647059
35,1,0.4,0,0.34285714285714286
36,0,0.4,0,0.3333333333333333
37,1,0.4,0,0.35135135135135137
38,1,0.4,0,0.3684210526315789
39,0,0.4,0,0.358974358974359
40,0,0.4,0,0.35
41,0,0.4,0,0.34146341463414637
42,0,0.4,0,0.3333333333333333
43,1,0.4,0,0.3488372093023256
44,1,0.4,0,0.36363636363636365
45,0,0.4,0,0.35555555555555557
46,1,0.4,0,0.3695652173913043
47,0,0.4,0,0.3617021276595745
48,0,0.4,0,0.3541666666666667
49,0,0.4,0,0.3469387755102041
50,1,0.4,0,0.36
51,1,0.4,0,0.37254901960784315
52,1,0.4,0,0.38461538461538464
53,0,0.4,0,0.37735849056603776
54,0,0.4,0,0.37037037037037035
55,1,0.4,0,0.38181818181818183
56,0,0.4,0,0.375
57,1,0.4,0,0.38596491228070173
58,0,0.4,0,0.3793103448275862
59,1,0.4,0,0.3898305084745763
60,1,0.4,0,0.4
61,1,0.4,0,0.4098360655737705
62,0,0.4,0,0.4032258064516129
63,1,0.4,0,0.4126984126984127
64,1,0.4,0,0.421875
65,1,0.4,0,0.4307692307692308
66,1,0.4,0,0.4393939393939394
67,1,0.4,0,0.44776119402985076
68,0,0.4,0,0.4411764705882353
69,0,0.4,0,0.43478260869565216
70,0,0.4,0,0.42857142857142855
71,1,0.4,0,0.43661971830985913
72,0,0.4,0,0.4305555555555556
73,0,0.4,0,0.4246575342465753
74,0,0.4,0,0.4189189189189189
75,0,0.4,0,0.41333333333333333
76,0,0.4,0,0.40789473684210525
77,0,0.4,0,0.4025974025974026
78,1,0.4,0,0.41025641025641024
79,0,0.4,0,0.4050632911392405
80,0,0.4,0,0.4
81,0,0.4,0,0.3950617283950617
82,1,0.4,0,0.4024390243902439
83,1,0.4,0,0.40963855421686746
84,0,0.4,0,0.40476190476190477
85,0,0.4,0,0.4
86,1,0.4,0,0.4069767441860465
87,1,0.4,0,0.41379310344827586
88,0,0.4,0,0.4090909090909091
89,0,0.4,0,0.4044943820224719
90,0,0.4,0,0.4
91,0,0.4,0,0.3956043956043956
92,1,0.4,0,0.40217391304347827
93,0,0.4,0,0.3978494623655914
94,0,0.4,0,0.39361702127659576
95,0,0.4,0,0.3894736842105263
96,0,0.4,0,0.3854166666666667
97,1,0.4,0,0.3917525773195876
98,1,0.4,0,0.3979591836734694
99,0,0.4,0,0.3939393939393939
100,0,0.4,0,0.39
101,0,0.4,0,0.38613861386138615
102,0,0.4,0,0.38235294117647056
103,0,0.4,0,0.3786407766990291
104,1,0.4,0,0.38461538461538464
105,1,0.4,0,0.3904761904761905
106,0,0.4,0,0.3867924528301887
107,1,0.4,0,0.3925233644859813
108,1,0.4,0,0.39814814814814814
109,0,0.4,0,0.3944954128440367
110,1,0.4,0,0.4
111,0,0.4,0,0.3963963963963964
112,0,0.4,0,0.39285714285714285
113,1,0.4,0,0.39823008849557523
114,1,0.4,0,0.40350877192982454
115,0,0.4,0,0.4
116,0,0.4,0,0.39655172413793105
117,1,0.4,0,0.4017094017094017
118,1,0.4,0,0.4067796610169492
119,0,0.4,0,0.40336134453781514
120,0,0.4,0,0.4
1,1,0.5,0,1
2,0,0.5,0,0.5
3,1,0.5,0,0.6666666666666666
4,0,0.5,0,0.5
5,1,0.5,0,0.6
6,1,0.5,0,0.6666666666666666
7,0,0.5,0,0.5714285714285714
8,1,0.5,0,0.625
9,1,0.5,0,0.6666666666666666
10,1,0.5,0,0.7
11,0,0.5,0,0.6363636363636364
12,1,0.5,0,0.6666666666666666
13,0,0.5,0,0.6153846153846154
14,1,0.5,0,0.6428571428571429
15,0,0.5,0,0.6
16,1,0.5,0,0.625
17,0,0.5,0,0.5882352941176471
18,1,0.5,0,0.6111111111111112
19,1,0.5,0,0.631578947368421
20,0,0.5,0,0.6
21,0,0.5,0,0.5714285714285714
22,0,0.5,0,0.5454545454545454
23,1,0.5,0,0.5652173913043478
24,0,0.5,0,0.5416666666666666
25,1,0.5,0,0.56
26,0,0.5,0,0.5384615384615384
27,1,0.5,0,0.5555555555555556
28,0,0.5,0,0.5357142857142857
29,1,0.5,0,0.5517241379310345
30,1,0.5,0,0.5666666666666667
31,0,0.5,0,0.5483870967741935
32,1,0.5,0,0.5625
33,0,0.5,0,0.5454545454545454
34,1,0.5,0,0.5588235294117647
35,0,0.5,0,0.5428571428571428
36,1,0.5,0,0.5555555555555556
37,0,0.5,0,0.5405405405405406
38,0,0.5,0,0.5263157894736842
39,0,0.5,0,0.5128205128205128
40,1,0.5,0,0.525
41,1,0.5,0,0.5365853658536586
42,1,0.5,0,0.5476190476190477
43,0,0.5,0,0.5348837209302325
44,0,0.5,0,0.5227272727272727
45,0,0.5,0,0.5111111111111111
46,0,0.5,0,0.5
47,1,0.5,0,0.5106382978723404
48,0,0.5,0,0.5
49,1,0.5,0,0.5102040816326531
50,0,0.5,0,0.5
51,1,0.5,0,0.5098039215686274
52,0,0.5,0,0.5
53,1,0.5,0,0.5094339622641509
54,1,0.5,0,0.5185185185185185
55,1,0.5,0,0.5272727272727272
56,1,0.5,0,0.5357142857142857
57,0,0.5,0,0.5263157894736842
58,0,0.5,0,0.5172413793103449
59,0,0.5,0,0.5084745762711864
60,1,0.5,0,0.5166666666666667
61,1,0.5,0,0.5245901639344263
62,1,0.5,0,0.532258064516129
63,1,0.5,0,0.5396825396825397
64,0,0.5,0,0.53125
65,0,0.5,0,0.5230769230769231
66,0,0.5,0,0.5151515151515151
67,0,0.5,0,0.5074626865671642
68,0,0.5,0,0.5
69,0,0.5,0,0.4927536231884058
70,0,0.5,0,0.4857142857142857
71,1,0.5,0,0.49295774647887325
72,1,0.5,0,0.5
73,0,0.5,0,0.4931506849315068
74,0,0.5,0,0.4864864864864865
75,1,0.5,0,0.49333333333333335
76,1,0.5,0,0.5
77,0,0.5,0,0.4935064935064935
78,1,0.5,0,0.5
79,0,0.5,0,0.4936708860759494
80,0,0.5,0,0.4875
81,0,0.5,0,0.48148148148148145
82,1,0.5,0,0.4878048780487805
83,0,0.5,0,0.4819277108433735
84,0,0.5,0,0.47619047619047616
85,1,0.5,0,0.4823529411764706
86,0,0.5,0,0.47674418604651164
87,1,0.5,0,0.4827586206896552
88,1,0.5,0,0.48863636363636365
89,1,0.5,0,0.4943820224719101
90,0,0.5,0,0.4888888888888889
91,1,0.5,0,0.4945054945054945
92,0,0.5,0,0.4891304347826087
93,1,0.5,0,0.4946236559139785
94,0,0.5,0,0.48936170212765956
95,1,0.5,0,0.49473684210526314
96,1,0.5,0,0.5
97,1,0.5,0,0.5051546391752577
98,1,0.5,0,0.5102040816326531
99,0,0.5,0,0.5050505050505051
100,1,0.5,0,0.51
101,1,0.5,0,0.5148514851485149
102,1,0.5,0,0.5196078431372549
103,1,0.5,0,0.5242718446601942
104,1,0.5,0,0.5288461538461539
105,1,0.5,0,0.5333333333333333
106,0,0.5,0,0.5283018867924528
107,1,0.5,0,0.5327102803738317
108,1,0.5,0,0.5370370370370371
109,0,0.5,0,0.5321100917431193
110,1,0.5,0,0.5363636363636364
111,0,0.5,0,0.5315315315315315
112,0,0.5,0,0.5267857142857143
113,0,0.5,0,0.5221238938053098
114,0,0.5,0,0.5175438596491229
115,1,0.5,0,0.5217391304347826
116,1,0.5,0,0.5258620689655172
117,0,0.5,0,0.5213675213675214
118,1,0.5,0,0.5254237288135594
119,0,0.5,0,0.5210084033613446
120,1,0.5,0,0.525
1,1,0.6000000000000001,0,1
2,1,0.6000000000000001,0,1
3,1,0.6000000000000001,0,1
4,1,0.6000000000000001,0,1
5,1,0.6000000000000001,0,1
6,1,0.6000000000000001,0,1
7,0,0.6000000000000001,0,0.8571428571428571
8,0,0.6000000000000001,0,0.75
9,1,0.6000000000000001,0,0.7777777777777778
10,0,0.6000000000000001,0,0.7
11,1,0.6000000000000001,0,0.7272727272727273
12,0,0.6000000000000001,0,0.6666666666666666
13,1,0.6000000000000001,0,0.6923076923076923
14,0,0.6000000000000001,0,0.6428571428571429
15,1,0.6000000000000001,0,0.6666666666666666
16,1,0.6000000000000001,0,0.6875
17,1,0.6000000000000001,0,0.7058823529411765
18,1,0.6000000000000001,0,0.7222222222222222
19,1,0.6000000000000001,0,0.7368421052631579
20,0,0.6000000000000001,0,0.7
21,0,0.6000000000000001,0,0.6666666666666666
22,1,0.6000000000000001,0,0.6818181818181818
23,0,0.6000000000000001,0,0.6521739130434783
24,1,0.6000000000000001,0,0.6666666666666666
25,1,0.6000000000000001,0,0.68
26,0,0.6000000000000001,0,0.6538461538461539
27,1,0.6000000000000001,0,0.6666666666666666
28,1,0.6000000000000001,0,0.6785714285714286
29,0,0.6000000000000001,0,0.6551724137931034
30,1,0.6000000000000001,0,0.6666666666666666
31,1,0.6000000000000001,0,0.6774193548387096
32,1,0.6000000000000001,0,0.6875
33,1,0.6000000000000001,0,0.696969696969697
34,1,0.6000000000000001,0,0.7058823529411765
35,1,0.6000000000000001,0,0.7142857142857143
36,1,0.6000000000000001,0,0.7222222222222222
37,1,0.6000000000000001,0,0.7297297297297297
38,1,0.6000000000000001,0,0.7368421052631579
39,0,0.6000000000000001,0,0.717948717948718
40,0,0.6000000000000001,0,0.7
41,1,0.6000000000000001,0,0.7073170731707317
42,1,0.6000000000000001,0,0.7142857142857143
43,0,0.6000000000000001,0,0.6976744186046512
44,1,0.6000000000000001,0,0.7045454545454546
45,1,0.6000000000000001,0,0.7111111111111111
46,0,0.6000000000000001,0,0.6956521739130435
47,1,0.6000000000000001,0,0.7021276595744681
48,0,0.6000000000000001,0,0.6875
49,0,0.6000000000000001,0,0.673469387755102
50,0,0.6000000000000001,0,0.66
51,1,0.6000000000000001,0,0.6666666666666666
52,1,0.6000000000000001,0,0.6730769230769231
53,1,0.6000000000000001,0,0.6792452830188679
54,1,0.6000000000000001,0,0.6851851851851852
55,1,0.6000000000000001,0,0.6909090909090909
56,1,0.6000000000000001,0,0.6964285714285714
57,1,0.6000000000000001,0,0.7017543859649122
58,0,0.6000000000000001,0,0.6896551724137931
59,1,0.6000000000000001,0,0.6949152542372882
60,1,0.6000000000000001,0,0.7
61,1,0.6000000000000001,0,0.7049180327868853
62,1,0.6000000000000001,0,0.7096774193548387
63,1,0.6000000000000001,0,0.7142857142857143
64,1,0.6000000000000001,0,0.71875
